db_id,entry_id,orth,lang,rel_of,rel_type
form_d1174e66,entry_ag0yvzæ,ag˳yvzæ,os-x-iron,,
form_d1174e69,entry_ag0yvzæ,agubze,os-x-digor,,
form_d1175e66,entry_ærǧīw,ærǧīw,os,,
form_d1176e66,entry_ærdæbon,ærdæbon,os,,
form_d1178e66,entry_dydaǧ,dydaǧ,os-x-iron,,
form_d1178e69,entry_dydaǧ,dudaǧ,os-x-digor,,
form_d1182e66,entry_ʒabri,ʒabri,os-x-iron,,
form_d1183e66,entry_ævæǵiaw,ævæǵiaw,os-x-iron,,
form_d1185e66,entry_kærkæ-mærkæ,kærkæ-mærkæ,os,,
form_d1186e66,entry_kʼannæg,kʼannæg,os-x-iron,,
form_d1190e66,entry_mælyn,mælyn,os-x-iron,,
form_d1190e68,entry_mælyn,mard,os-x-iron,form_d1190e66,participle
form_d1190e71,entry_mælyn,mælun,os-x-digor,,
form_d1190e73,entry_mælyn,mard,os-x-digor,form_d1190e71,participle
form_d1192e66,entry_æxsæn,æxsæn,os,,
form_d1194e66,entry_7fsæjnag,ᵆfsæjnag,os-x-iron,,
form_d1194e69,entry_7fsæjnag,æfsæjnag,os-x-digor,,
form_d1196e66,entry_ḱema,ḱema,os-x-iron,,
form_d1196e69,entry_ḱema,kema,os-x-digor,,
form_d1198e66,entry_cʼæxaxst,cʼæxaxst,os-x-iron,,
form_d1199e66,entry_kwīst,kwīst,os-x-iron,,
form_d1201e66,entry_boǧurdaq,boǧurdaq,os-x-digor,,
form_d1202e66,entry_kʼæppæg,kʼæppæg,os,,
form_d1202e68,entry_kʼæppæg,skʼæppæg,os,form_d1202e66,variant
form_d1204e68,entry_ræstag,ræstag,os,,
form_d1205e66,entry_q0ynaʒin,q˳ynaʒin,os-x-iron,,
form_d1205e69,entry_q0ynaʒin,qunaʒin,os-x-digor,,
form_d1206e66,entry_æxsænkʽ,æxsænkʽ,os-x-iron,,
form_d1206e69,entry_æxsænkʽ,æxsæwkʽæ,os-x-digor,,
form_d1207e66,entry_baz,baz,os,,
form_d1208e66,entry_g0ylævzag,g˳ylævzag,os-x-iron,,
form_d1208e69,entry_g0ylævzag,kʼwælævzag,os-x-digor,,
form_d1209e66,entry_pursa,pursa,os-x-digor,,
form_d1210e66,entry_ærxwy,ærxwy,os,,
form_d1211e66,entry_ænyg0ys,ænyg˳ys,os-x-iron,,
form_d1213e66,entry_æǧdyncoj,æǧdyncoj,os-x-iron,,
form_d1213e69,entry_æǧdyncoj,æǧdincojnæ,os-x-digor,,
form_d1216e66,entry_ison,ison,os-x-digor,,
form_d1217e66,entry_ævæzdæg,ævæzdæg,os,,
form_d1218e66,entry_kæraz,kæraz,os-x-iron,,
form_d1222e66,entry_dærǧvætin,dærǧvætin,os-x-iron,,
form_d1222e68,entry_dærǧvætin,dærǧvædin,os-x-iron,form_d1222e66,variant
form_d1224e66,entry_kʼuboræ,kʼuboræ,os,,
form_d1225e66,entry_nyrma,nyrma,os-x-iron,,
form_d1225e69,entry_nyrma,nurma,os-x-digor,,
form_d1227e66,entry_dærdǵyn,dærdǵyn,os-x-iron,,
form_d1227e69,entry_dærdǵyn,dærdgun,os-x-digor,,
form_d1229e66,entry_fadat,fadat,os-x-iron,,
form_d1229e69,entry_fadat,fadwat,os-x-digor,,
form_d1231e66,entry_cyrǧ,cyrǧ,os-x-iron,,
form_d1231e69,entry_cyrǧ,cirǧ,os-x-digor,,
form_d1232e66,entry_qædyn,qædyn,os-x-iron,,
form_d1232e69,entry_qædyn,ǧædin,os-x-digor,,
form_d1233e66,entry_allon,allon,os,,
form_d1234e66,entry_7ǧzalyn,ᵆǧzalyn,os-x-iron,,
form_d1234e68,entry_7ǧzalyn,yzǧalyn,os-x-iron,form_d1234e66,variant
form_d1234e72,entry_7ǧzalyn,ᵆǧzæld,os-x-iron,form_d1234e66,participle
form_d1234e75,entry_7ǧzalyn,æǧzalun,os-x-digor,,
form_d1234e77,entry_7ǧzalyn,æǧzald,os-x-digor,form_d1234e75,participle
form_d1235e66,entry_cʼæmæltæ,cʼæmæltæ,os,,
form_d1238e66,entry_ʒæǧar,ʒæǧar,os,,
form_d1239e66,entry_cʼiwsūr,cʼiwsūr,os-x-iron,,
form_d1239e69,entry_cʼiwsūr,cʼewsor,os-x-digor,,
form_d1240e66,entry_k0yrīs,k˳yrīs,os-x-iron,,
form_d1240e69,entry_k0yrīs,kures,os-x-digor,,
form_d1241e66,entry_Rynybardwag,Rynybardwag,os,,
form_d1242e68,entry_lægmar,lægmar,os,,
form_d1243e66,entry_nīk0yd,nīk˳yd,os-x-iron,,
form_d1243e69,entry_nīk0yd,nekud,os-x-digor,,
form_d1244e66,entry_mæstæjʒag,mæstæjʒag,os-x-iron,,
form_d1246e66,entry_Ʒæwyǵyqæw,Ʒæwyǵyqæw,os-x-iron,,
form_d1246e69,entry_Ʒæwyǵyqæw,Ʒæwægiǧæw,os-x-digor,,
form_d1247e66,entry_nyvændyn,nyvændyn,os-x-iron,,
form_d1247e68,entry_nyvændyn,nyvæst,os-x-iron,form_d1247e66,participle
form_d1247e71,entry_nyvændyn,nivændun,os-x-digor,,
form_d1247e73,entry_nyvændyn,nivast,os-x-digor,form_d1247e71,participle
form_d1247e75,entry_nyvændyn,nivanst,os-x-digor,form_d1247e73,variant
form_d1248e66,entry_ḱyrs,ḱyrs,os-x-iron,,
form_d1248e69,entry_ḱyrs,kirsæ,os-x-digor,,
form_d1249e66,entry_kændys,kændys,os-x-iron,,
form_d1249e69,entry_kændys,kændus,os-x-digor,,
form_d1254e66,entry_arazyn,arazyn,os-x-iron,,
form_d1254e68,entry_arazyn,aræzt,os-x-iron,form_d1254e66,participle
form_d1254e71,entry_arazyn,arazun,os-x-digor,,
form_d1254e73,entry_arazyn,arazt,os-x-digor,form_d1254e71,participle
form_d1255e66,entry_fajnūst,fajnūst,os-x-iron,,
form_d1255e69,entry_fajnūst,fajnostæ,os-x-digor,,
form_d1257e66,entry_bæragæ,bæragæ,os-x-digor,,
form_d1258e66,entry_kænt,kænt,os,,
form_d1260e66,entry_bocʼo,bocʼo,os-x-iron,,
form_d1262e66,entry_igetun,igetun,os-x-digor,,
form_d1265e66,entry_cʼyna,cʼyna,os-x-iron,,
form_d1265e69,entry_cʼyna,cʼina,os-x-digor,,
form_d1268e66,entry_cybæl,cybæl,os-x-iron,,
form_d1268e69,entry_cybæl,cibæl,os-x-digor,,
form_d1269e66,entry_dūr,dūr,os-x-iron,,
form_d1269e69,entry_dūr,dor,os-x-digor,,
form_d1270e66,entry_æstarcæ,æstarcæ,os,,
form_d1271e66,entry_kærz,kærz,os-x-iron,,
form_d1271e69,entry_kærz,kærzæ,os-x-digor,,
form_d1275e66,entry_læzǧær,læzǧær,os,,
form_d1278e66,entry_aqæl,aqæl,os,,
form_d1280e66,entry_kommægæs,kommægæs,os,,
form_d1282e66,entry_qæpu,qæpu,os,,
form_d1283e66,entry_idajun,idajun,os-x-digor,,
form_d1283e68,entry_idajun,idad,os-x-digor,form_d1283e66,participle
form_d1285e66,entry_emynæ,emynæ,os-x-iron,,
form_d1285e69,entry_emynæ,eminæ,os-x-digor,,
form_d1287e66,entry_qūs,qūs,os-x-iron,,
form_d1287e69,entry_qūs,ǧos,os-x-digor,,
form_d1288e66,entry_bockʼa,bockʼa,os-x-iron,,
form_d1289e66,entry_æmbūxyn,æmbūxyn,os-x-iron,,
form_d1289e68,entry_æmbūxyn,æmbyxt,os-x-iron,form_d1289e66,participle
form_d1289e71,entry_æmbūxyn,æmboxun,os-x-digor,,
form_d1289e73,entry_æmbūxyn,æmbuxt,os-x-digor,form_d1289e71,participle
form_d1290e68,entry_pavzæ,pavzæ,os-x-digor,,
form_d1291e66,entry_ærtdor,ærtdor,os-x-digor,,
form_d1291e68,entry_ærtdor,ætdor,os-x-digor,form_d1291e66,variant
form_d1291e70,entry_ærtdor,ættor,os-x-digor,form_d1291e66,variant
form_d1293e66,entry_ʒyrddag,ʒyrddag,os,,
form_d1294e66,entry_imansyʒ,imansyʒ,os,,
form_d1295e66,entry_fyddær,fyddær,os-x-iron,,
form_d1295e69,entry_fyddær,fuddær,os-x-digor,,
form_d1296e66,entry_æsgær,æsgær,os,,
form_d1298e66,entry_g0ylus,g˳ylus,os-x-iron,,
form_d1298e68,entry_g0ylus,g˳(y)lurs,os-x-iron,form_d1298e66,variant
form_d1298e71,entry_g0ylus,gulos,os-x-digor,,
form_d1299e66,entry_kataj,kataj,os,,
form_d1301e66,entry_ḱʼyllipp,ḱʼyllipp,os-x-iron,,
form_d1301e69,entry_ḱʼyllipp,kʼillip,os-x-digor,,
form_d1302e66,entry_q0ydydy,q˳ydydy,os-x-iron,,
form_d1302e69,entry_q0ydydy,ǧududu,os-x-digor,,
form_d1303e66,entry_ǧæwun,ǧæwun,os,,
form_d1304e66,entry_bællyn,bællyn,os-x-iron,,
form_d1304e68,entry_bællyn,bællyd,os-x-iron,form_d1304e66,participle
form_d1304e71,entry_bællyn,bællun,os-x-digor,,
form_d1304e73,entry_bællyn,bæld,os-x-digor,form_d1304e71,participle
form_d1307e66,entry_awæxæn,awæxæn,os-x-digor,,
form_d1308e66,entry_qabuza,qabuza,os-x-digor,,
form_d1310e66,entry_æmbærcægæj,æmbærcægæj,os,,
form_d1311e66,entry_æfsarm,æfsarm,os,,
form_d1313e66,entry_fardæg,fardæg,os,,
form_d1314e66,entry_donwærccæ,donwærccæ,os-x-digor,,
form_d1316e66,entry_kærdæn_1,kærdæn,os,,
form_d1318e66,entry_fælxatyn,fælxatyn,os-x-iron,,
form_d1318e68,entry_fælxatyn,fælxatt,os-x-iron,form_d1318e66,participle
form_d1318e71,entry_fælxatyn,fælxatun,os-x-digor,,
form_d1318e73,entry_fælxatyn,fælxatt,os-x-digor,form_d1318e71,participle
form_d1320e66,entry_igas,igas,os-x-digor,,
form_d1321e66,entry_ænsad,ænsad,os-x-digor,,
form_d1321e68,entry_ænsad,insad,os-x-digor,form_d1321e66,variant
form_d1322e66,entry_7lxoj,ᵆlxoj,os-x-iron,,
form_d1322e69,entry_7lxoj,ælxojnæ,os-x-digor,,
form_d1323e66,entry_qæpæn,qæpæn,os,,
form_mīty_qæpæn,entry_qæpæn,mīty qæpæn,os,form_d1323e66,variant
form_d1324e68,entry_pisi,pisi,os-x-iron,,
form_d1324e71,entry_pisi,pesi,os-x-digor,,
form_d1325e66,entry_fyd_1,fyd,os-x-iron,,
form_d1325e69,entry_fyd_1,fidæ,os-x-digor,,
form_d1326e66,entry_nyxstwat,nyxstwat,os-x-iron,,
form_d1327e66,entry_kʼaxʒæf,kʼaxʒæf,os,,
form_d1330e66,entry_inæfun,inæfun,os-x-digor,,
form_d1331e66,entry_qaitar,qaitar,os,,
form_d1332e66,entry_fijjag,fijjag,os-x-iron,,
form_d1332e68,entry_fijjag,fyjjag,os-x-iron,form_d1332e66,variant
form_d1332e71,entry_fijjag,fijjagæ,os-x-digor,,
form_d1334e66,entry_fælqæzun,fælqæzun,os-x-digor,,
form_d1334e68,entry_fælqæzun,fælqæzt,os-x-digor,form_d1334e66,participle
form_d1335e66,entry_q0yntʼyz,q˳yntʼyz,os-x-iron,,
form_d1335e69,entry_q0yntʼyz,ǧuntʼuz,os-x-digor,,
form_d1336e66,entry_fīdyn,fīdyn,os-x-iron,,
form_d1336e68,entry_fīdyn,fyst,os-x-iron,form_d1336e66,participle
form_d1336e71,entry_fīdyn,fedun,os-x-digor,,
form_d1336e73,entry_fīdyn,fist,os-x-digor,form_d1336e71,participle
form_d1339e66,entry_g0yzavæ,g˳yzavæ,os-x-iron,,
form_d1339e69,entry_g0yzavæ,guzavæ,os-x-digor,,
form_d1341e66,entry_nesi,nesi,os,,
form_d1343e66,entry_nosun,nosun,os-x-digor,,
form_d1343e68,entry_nosun,nust,os-x-digor,form_d1343e66,participle
form_d1345e66,entry_kalm,kalm,os,,
form_d1346e66,entry_das,das,os,,
form_d1351e66,entry_gurun,gurun,os-x-digor,,
form_d1351e68,entry_gurun,gurd,os-x-digor,form_d1351e66,participle
form_d1356e66,entry_ræmpʼūzyn,ræmpʼūzyn,os-x-iron,,
form_d1356e68,entry_ræmpʼūzyn,ræmpʼyzt,os-x-iron,form_d1356e66,participle
form_d1358e66,entry_līʒyn,līʒyn,os-x-iron,,
form_d1358e68,entry_līʒyn,lyǧd,os-x-iron,form_d1358e66,participle
form_d1358e71,entry_līʒyn,leʒun,os-x-digor,,
form_d1358e73,entry_līʒyn,liǧd,os-x-digor,form_d1358e71,participle
form_d1359e66,entry_cʼyrcʼyrag,cʼyrcʼyrag,os,,
form_d1359e68,entry_cʼyrcʼyrag,cʼyscʼysag,os,form_d1359e66,variant
form_d1360e66,entry_babyz,babyz,os-x-iron,,
form_d1360e69,entry_babyz,babuz,os-x-digor,,
form_d1361e66,entry_7rdynbos,ᵆrdynbos,os,,
form_d1363e66,entry_kʼ0ymbyl,kʼ˳ymbyl,os-x-iron,,
form_d1363e69,entry_kʼ0ymbyl,kʼumbul,os-x-digor,,
form_d1364e66,entry_cʼew,cʼew,os,,
form_d1366e66,entry_Ḱermen,Ḱermen,os,,
form_d1367e66,entry_anauli,anauli,os,,
form_d1370e66,entry_æxsævygon,æxsævygon,os,,
form_d1372e66,entry_8mon,*mon,os,,
form_d1373e66,entry_lwasi,lwasi,os-x-iron,,
form_d1373e69,entry_lwasi,lawasi,os-x-digor,,
form_d1374e66,entry_kʼīcyn,kʼīcyn,os,,
form_d1375e66,entry_mælǧævzag,mælǧævzag,os,,
form_d1376e66,entry_æg0yʒæg,æg˳yʒæg,os-x-iron,,
form_d1376e69,entry_æg0yʒæg,æguʒæg,os-x-digor,,
form_d1377e66,entry_gæby,gæby,os-x-iron,,
form_d1377e68,entry_gæby,gyby,os-x-iron,form_d1377e66,variant
form_d1377e71,entry_gæby,gæbu,os-x-digor,,
form_d1378e66,entry_fadyn_1,fadyn,os-x-iron,,
form_d1378e68,entry_fadyn_1,fast,os-x-iron,form_d1378e66,participle
form_d1378e71,entry_fadyn_1,fadun,os-x-digor,,
form_d1378e73,entry_fadyn_1,fast,os-x-digor,form_d1378e71,participle
form_d1379e68,entry_pajda,pajda,os,,
form_d1381e66,entry_cʼīl,cʼīl,os-x-iron,,
form_d1382e66,entry_izærmīltæ,izærmīltæ,os-x-iron,,
form_d1382e69,entry_izærmīltæ,izærmeltæ,os-x-digor,,
form_d1383e66,entry_dællag,dællag,os,,
form_d1384e66,entry_dyzærdyg,dyzærdyg,os-x-iron,,
form_d1384e69,entry_dyzærdyg,duzærdug,os-x-digor,,
form_d1385e66,entry_æznæt,æznæt,os,,
form_d1386e66,entry_mad,mad,os-x-iron,,
form_d1386e69,entry_mad,madæ,os-x-digor,,
form_d1387e66,entry_fydx0yz,fydx˳yz,os-x-iron,,
form_d1387e69,entry_fydx0yz,fudxuz,os-x-digor,,
form_d1389e66,entry_kʼombox,kʼombox,os-x-digor,,
form_d1390e66,entry_Nogbon,Nogbon,os,,
form_d1390e68,entry_Nogbon,Næwægbon,os,form_d1390e66,variant
form_d1392e66,entry_ævæʒa,ævæʒa,os-x-iron,,
form_d1393e66,entry_mænærǧ,mænærǧ(y),os-x-iron,,
form_d1393e69,entry_mænærǧ,ninæǧ,os-x-digor,,
form_d1394e66,entry_ræmbyn,ræmbyn,os-x-iron,,
form_d1394e69,entry_ræmbyn,ræmbunæ,os-x-digor,,
form_d1394e71,entry_ræmbyn,ræmbujnæ,os-x-digor,form_d1394e69,variant
form_d1395e66,entry_fydox,fydox,os-x-iron,,
form_d1395e69,entry_fydox,fudonxæ,os-x-digor,,
form_d1396e66,entry_fydgūl,fydgūl,os-x-iron,,
form_d1396e69,entry_fydgūl,fudgol,os-x-digor,,
form_d1396e71,entry_fydgūl,fidgol,os-x-digor,form_d1396e69,variant
form_d1398e66,entry_ʒærna,ʒærna,os,,
form_d1399e66,entry_kadavar,kadavar,os-x-iron,,
form_d1400e66,entry_iron,iron,os,,
form_d1401e66,entry_qædūr,qædūr,os-x-iron,,
form_d1401e69,entry_qædūr,qædoræ,os-x-digor,,
form_d1403e66,entry_g0ydyr,g˳ydyr,os-x-iron,,
form_d1403e69,entry_g0ydyr,gudur,os-x-digor,,
form_d1404e66,entry_fyldær,fyldær,os-x-iron,,
form_d1404e69,entry_fyldær,fuldær,os-x-digor,,
form_d1405e66,entry_maxsymæ,maxsymæ,os-x-iron,,
form_d1405e69,entry_maxsymæ,maxsumæ,os-x-digor,,
form_d1406e66,entry_qyp-syp,qyp-syp,os-x-iron,,
form_d1406e69,entry_qyp-syp,qip-sup,os-x-digor,,
form_d1407e66,entry_cættæ,cættæ,os,,
form_d1408e66,entry_næma,næma,os,,
form_d1409e66,entry_dymyn,dymyn,os-x-iron,,
form_d1409e68,entry_dymyn,dymd,os-x-iron,form_d1409e66,participle
form_d1409e71,entry_dymyn,dumun,os-x-digor,,
form_d1409e73,entry_dymyn,dund,os-x-digor,form_d1409e71,participle
form_d1410e66,entry_ævæccægæn,ævæccægæn,os-x-iron,,
form_d1411e66,entry_fæzǧær,fæzǧær,os-x-iron,,
form_d1412e66,entry_dam,dam,os-x-iron,,
form_d1412e69,entry_dam,dan,os-x-digor,,
form_d1413e66,entry_bel,bel,os,,
form_d1420e66,entry_færæt,færæt,os,,
form_d1421e66,entry_mærddag,mærddag,os,,
form_d1425e66,entry_ægas,ægas,os-x-iron,,
form_d1425e69,entry_ægas,ægas,os-x-digor,,
form_d1428e66,entry_mydamæst,mydamæst,os-x-iron,,
form_d1429e66,entry_kæwyn,kæwyn,os-x-iron,,
form_d1429e68,entry_kæwyn,k˳yd,os-x-iron,form_d1429e66,participle
form_d1429e71,entry_kæwyn,kæwun,os-x-digor,,
form_d1429e73,entry_kæwyn,kud,os-x-digor,form_d1429e71,participle
form_d1430e66,entry_fadnīz,fadnīz,os-x-iron,,
form_d1430e69,entry_fadnīz,fadnez,os-x-digor,,
form_d1432e66,entry_mæckʼor,mæckʼor,os-x-iron,,
form_d1433e66,entry_kʼ0yrtt_2,kʼ˳yrtt,os-x-iron,,
form_d1436e66,entry_qanwat,qanwat,os,,
form_d1440e66,entry_cæfsyn_2,cæfsyn,os-x-iron,,
form_d1440e68,entry_cæfsyn_2,cæfst,os-x-iron,form_d1440e66,participle
form_d1440e71,entry_cæfsyn_2,cæfsun,os-x-digor,,
form_d1440e73,entry_cæfsyn_2,cæfst,os-x-digor,form_d1440e71,participle
form_d1442e66,entry_īx,īx,os-x-iron,,
form_d1442e69,entry_īx,ex,os-x-digor,,
form_d1443e68,entry_lædærun,lædærun,os-x-digor,,
form_d1443e70,entry_lædærun,lædærd,os-x-digor,form_d1443e68,participle
form_d1445e66,entry_dymsyn,dymsyn,os-x-iron,,
form_d1445e68,entry_dymsyn,dymst,os-x-iron,form_d1445e66,participle
form_d1445e71,entry_dymsyn,dunsun,os-x-digor,,
form_d1445e73,entry_dymsyn,dunst,os-x-digor,form_d1445e71,participle
form_d1447e66,entry_kʼybyrttæg,kʼybyrttæg,os,,
form_d1449e68,entry_poxci,poxci,os,,
form_d1451e66,entry_ænʒerun,ænʒerun,os-x-digor,,
form_d1452e66,entry_qyqqag,qyqqag,os,,
form_d1454e66,entry_mūs,mūs,os-x-iron,,
form_d1454e69,entry_mūs,mos,os-x-digor,,
form_d1455e66,entry_qanʒal,qanʒal,os-x-iron,,
form_d1455e69,entry_qanʒal,qænʒal,os-x-digor,,
form_d1456e66,entry_byrk0y,byrk˳y,os-x-iron,,
form_d1457e66,entry_mæsunʒæg,mæsunʒæg,os-x-digor,,
form_d1458e66,entry_qacyn,qacyn,os-x-iron,,
form_d1458e68,entry_qacyn,qact,os-x-iron,form_d1458e66,participle
form_d1459e66,entry_fætæn,fætæn,os,,
form_d1461e68,entry_pelwan,pelwan,os,,
form_d1461e70,entry_pelwan,peliwan,os,form_d1461e68,variant
form_d1462e66,entry_konxwæl,konxwæl,os-x-digor,,
form_d1467e66,entry_bundor,bundor,os-x-digor,,
form_d1468e66,entry_ærʒ-,ærʒ-,os,,
form_d1469e66,entry_alacæq,alacæq,os,,
form_d1470e66,entry_gælæbū,gælæbū,os-x-iron,,
form_d1470e69,entry_gælæbū,gælæbo,os-x-digor,,
form_d1470e71,entry_gælæbū,gæbælo,os-x-digor,form_d1470e69,variant
form_d1473e66,entry_æncʼūlyn,æncʼūlyn,os-x-iron,,
form_d1473e68,entry_æncʼūlyn,æncʼyld,os-x-iron,form_d1473e66,participle
form_d1473e71,entry_æncʼūlyn,æncʼolun,os-x-digor,,
form_d1476e66,entry_fælg0yr,fælg˳yr,os-x-iron,,
form_d1476e69,entry_fælg0yr,fælgur,os-x-digor,,
form_d1477e66,entry_mærxæg,mærxæg,os-x-iron,,
form_d1478e66,entry_dymæg,dymæg,os-x-iron,,
form_d1478e69,entry_dymæg,dumæg,os-x-digor,,
form_d1480e68,entry_lægg0yf,lægg˳yf,os-x-iron,,
form_d1481e66,entry_nawæʒæ,nawæʒæ,os-x-digor,,
form_d1482e66,entry_dyzǧ0yn,dyzǧ˳yn,os-x-iron,,
form_d1482e69,entry_dyzǧ0yn,duzǧun,os-x-digor,,
form_d1483e66,entry_falærdæm,falærdæm,os-x-iron,,
form_d1483e69,entry_falærdæm,falærdæmæ,os-x-digor,,
form_d1485e66,entry_nyfs,nyfs,os-x-iron,,
form_d1485e69,entry_nyfs,nifs,os-x-digor,,
form_d1486e66,entry_qælæba,qælæba,os,,
form_d1489e66,entry_Fælværa,Fælværa,os,,
form_d1490e66,entry_mærtingal,mærtingal,os,,
form_d1491e66,entry_daræs,daræs,os,,
form_d1493e66,entry_mīd-,mīd-,os-x-iron,,
form_d1493e69,entry_mīd-,med-,os-x-digor,,
form_d1494e66,entry_qomgæs,qomgæs,os-x-iron,,
form_d1494e69,entry_qomgæs,ǧongæs,os-x-digor,,
form_d1498e66,entry_ærvnæryn,ærvnæryn,os-x-iron,,
form_d1499e66,entry_biltas,biltas,os-x-iron,,
form_d1500e66,entry_iʒag,iʒag,os-x-digor,,
form_d1501e66,entry_cængærīnæ,cængærīnæ,os-x-digor,,
form_d1502e68,entry_odænsun,odænsun,os-x-digor,,
form_d1503e66,entry_bonræfty,bonræfty,os,,
form_d1504e66,entry_fūgæ,fūgæ,os-x-iron,,
form_d1504e69,entry_fūgæ,fogæ,os-x-digor,,
form_d1505e66,entry_fīdawc,fīdawc,os,,
form_d1507e66,entry_kajys,kajys,os-x-iron,,
form_d1507e68,entry_kajys,kais,os-x-iron,form_d1507e66,variant
form_d1507e71,entry_kajys,kajes,os-x-digor,,
form_d1509e66,entry_mūr,mūr,os-x-iron,,
form_d1509e69,entry_mūr,moræ,os-x-digor,,
form_d1512e66,entry_ærmæst,ærmæst,os,,
form_d1513e66,entry_æntojnæ,æntojnæ,os-x-digor,,
form_d1514e66,entry_mæskʼ_3,mæskʼ,os-x-iron,,
form_d1516e66,entry_donʒaw,donʒaw,os,,
form_d1517e66,entry_dælæmæ,dælæmæ,os,,
form_d1518e66,entry_bælvyrd,bælvyrd,os-x-iron,,
form_d1518e69,entry_bælvyrd,bælvurd,os-x-digor,,
form_d1519e66,entry_armukʼa,armukʼa,os,,
form_d1520e66,entry_cy,cy,os-x-iron,,
form_d1520e69,entry_cy,ci,os-x-digor,,
form_d1522e66,entry_qyllist,qyllist,os-x-iron,,
form_d1523e66,entry_mæcʼīs,mæcʼīs,os-x-iron,,
form_d1524e66,entry_æxsær,æxsær,os,,
form_d1525e66,entry_cʼyf,cʼyf,os-x-iron,,
form_d1525e69,entry_cʼyf,cʼifæ,os-x-digor,,
form_d1526e66,entry_7rxændæg,ᵆrxændæg,os,,
form_d1527e66,entry_fīdīwæg,fīdīwæg,os-x-iron,,
form_d1527e69,entry_fīdīwæg,fedewæg,os-x-digor,,
form_d1527e71,entry_fīdīwæg,fedog,os-x-digor,form_d1527e69,variant
form_d1528e66,entry_qadaman,qadaman,os-x-iron,,
form_d1528e68,entry_qadaman,-tæ,os-x-iron,form_d1528e66,variant
form_d1528e71,entry_qadaman,qadama,os-x-digor,,
form_d1528e73,entry_qadaman,-tæ,os-x-digor,form_d1528e71,variant
form_d1530e66,entry_kʼīmbus,kʼīmbus,os-x-digor,,
form_d1531e66,entry_Ævzændæg,Ævzændæg,os,,
form_d1532e66,entry_mængūd,mængūd,os-x-iron,,
form_d1532e69,entry_mængūd,mængod,os-x-digor,,
form_d1536e66,entry_kʼaj,kʼaj,os,,
form_d1538e66,entry_pūcal,pūcal,os,,
form_d1539e66,entry_qanz,qanz,os-x-digor,,
form_d1540e66,entry_q0ysyn,q˳ysyn,os-x-iron,,
form_d1540e68,entry_q0ysyn,q˳yst,os-x-iron,form_d1540e66,participle
form_d1540e71,entry_q0ysyn,iǧusun,os-x-digor,,
form_d1540e73,entry_q0ysyn,iǧust,os-x-digor,form_d1540e71,participle
form_d1541e66,entry_fydbylyz,fydbylyz,os-x-iron,,
form_d1541e69,entry_fydbylyz,fidbiliz,os-x-digor,,
form_d1541e71,entry_fydbylyz,fudbuluz,os-x-digor,form_d1541e69,variant
form_d1542e66,entry_iræzun,iræzun,os-x-digor,,
form_d1544e66,entry_æznon,æznon ,os-x-iron,,
form_d1545e66,entry_istun,istun,os-x-digor,,
form_d1547e66,entry_nīk0y,nīk˳y,os-x-iron,,
form_d1548e66,entry_k0yʒ,k˳yʒ,os-x-iron,,
form_d1548e69,entry_k0yʒ,kuj,os-x-digor,,
form_d1551e66,entry_ni,ni,os-x-digor,,
form_d1552e66,entry_byræǧ_1,byræǧ,os-x-iron,,
form_d1554e66,entry_goc,goc,os-x-digor,,
form_d1555e66,entry_7rǧiw,ᵆrǧiw,os-x-iron,,
form_d1555e69,entry_7rǧiw,ærǧew,os-x-digor,,
form_d1556e66,entry_bælon,bælon,os-x-iron,,
form_d1556e69,entry_bælon,bæIæw,os-x-digor,,
form_d1560e66,entry_ærtxūron,ærtxūron,os-x-iron,,
form_d1560e69,entry_ærtxūron,ærtxoron,os-x-digor,,
form_d1562e66,entry_kævdæsard,kævdæsard,os,,
form_d1565e66,entry_qotyr,qotyr,os-x-iron,,
form_d1565e69,entry_qotyr,qotur,os-x-digor,,
form_d1566e66,entry_ærcaryn,ærcaryn,os-x-iron,,
form_d1566e69,entry_ærcaryn,ærcarun,os-x-digor,,
form_d1567e66,entry_ir,ir,os-x-iron,,
form_d1567e69,entry_ir,iræ,os-x-digor,,
form_d1568e66,entry_mætatyk,mætatyk,os-x-iron,,
form_d1568e69,entry_mætatyk,tatuk,os-x-digor,,
form_d1569e66,entry_gaxgun,gaxgun,os,,
form_d1571e66,entry_fynk,fynk,os-x-iron,,
form_d1571e69,entry_fynk,finkæ,os-x-digor,,
form_d1575e66,entry_īfxærsyn,īfxærsyn,os,,
form_d1576e66,entry_færæz,færæz,os-x-iron,,
form_d1576e69,entry_færæz,færæznæ,os-x-digor,,
form_d1578e66,entry_farsylyvzag,farsylyvzag,os-x-iron,,
form_d1578e69,entry_farsylyvzag,farsi ævzag,os-x-digor,,
form_d1579e66,entry_ævīrqaw,ævīrqaw,os-x-iron,,
form_d1579e68,entry_ævīrqaw,ærvīqaw,os-x-iron,form_d1579e66,variant
form_d1579e71,entry_ævīrqaw,æverqaw,os-x-digor,,
form_d1581e66,entry_mætæze,mætæze,os-x-digor,,
form_d1582e66,entry_kʼ0ybar,kʼ˳ybar,os-x-iron,,
form_d1582e69,entry_kʼ0ybar,kʼubaræ,os-x-digor,,
form_d1582e71,entry_kʼ0ybar,kʼuboræ,os-x-digor,form_d1582e69,variant
form_d1583e66,entry_fælank,fælank,os,,
form_d1584e68,entry_padcax,padcax,os,,
form_d1585e66,entry_Mady_Majræm,Mady Majræm,os-x-iron,,
